Train loss,Train accuracy,Train precision,Train recall,Validate loss,Validate accuracy,Validate precision,Validate recall
1.3844370371416996,34.20074349442379,0.34413965087281795,0.9822064056939501,1.3234192674810237,34.87698986975398,0.34876989869753977,1.0
1.3328031677948802,34.820322180916975,0.34820322180916974,1.0,1.3019816875457764,34.87698986975398,0.34876989869753977,1.0
1.3146091166295504,34.820322180916975,0.34820322180916974,1.0,1.2967633930119602,34.87698986975398,0.34876989869753977,1.0
1.3048352552087683,34.820322180916975,0.34820322180916974,1.0,1.285808259790594,34.87698986975398,0.34876989869753977,1.0
1.2990235200053768,34.820322180916975,0.34820322180916974,1.0,1.2824546803127637,34.87698986975398,0.34876989869753977,1.0
1.293351052623046,34.820322180916975,0.34820322180916974,1.0,1.275406609882008,34.87698986975398,0.34876989869753977,1.0
1.2875161170959473,34.820322180916975,0.34820322180916974,1.0,1.2650458433411338,35.02170767004341,0.3492753623188406,1.0
1.2831951019011045,34.820322180916975,0.34892384105960267,1.0,1.2560952414165845,34.87698986975398,0.3492753623188406,1.0
1.2728090725447003,34.820322180916975,0.34892384105960267,1.0,1.2400566068562595,35.74529667149059,0.3554572271386431,1.0
1.2593110940958325,37.21602643535729,0.3601025202904742,1.0,1.2148933410644531,49.63820549927641,0.41695501730103807,1.0
1.2436066991404484,44.85749690210657,0.39325842696629215,0.99644128113879,1.1932278004559604,64.39942112879885,0.5053763440860215,0.975103734439834
1.229896283463428,52.41635687732342,0.4311594202898551,0.9881376037959668,1.1714697100899436,73.51664254703329,0.5854922279792746,0.9377593360995851
1.212061538508064,61.04915324246179,0.47762073027090696,0.9620403321470937,1.1520710750059648,76.55571635311144,0.6322188449848024,0.8630705394190872
1.1964075298685777,63.65138372573317,0.4927261227071474,0.9240806642941874,1.1357676007530906,79.3053545586107,0.6802721088435374,0.8298755186721992
1.17221936112956,64.51879388682363,0.5039421813403416,0.9098457888493475,1.1108710982582786,81.47612156295224,0.7421875,0.7883817427385892
1.1469776097096895,64.22965716646014,0.5021156558533145,0.8446026097271648,1.0858030861074275,80.60781476121564,0.8090452261306532,0.6680497925311203
1.1202537715435028,66.58405617513424,0.5261923377638781,0.7983392645314353,1.0677687579935247,78.14761215629522,0.8170731707317073,0.5560165975103735
1.0943689424740641,71.74721189591078,0.5957446808510638,0.730723606168446,1.038511178710244,78.58176555716354,0.8143712574850299,0.5643153526970954
1.0644657439307164,76.12556794712928,0.67,0.7153024911032029,1.0186572454192422,80.17366136034732,0.8461538461538461,0.5933609958506224
1.0372768169955204,78.1495249896737,0.7070588235294117,0.7129300118623962,0.9912300543351606,81.3314037626628,0.8604651162790697,0.6141078838174274
1.0106507696603473,80.79306071871127,0.744378698224852,0.7461447212336892,0.972336622801694,83.06801736613603,0.8473684210526315,0.6680497925311203
0.9915909139733565,81.57786038826931,0.7581227436823105,0.7473309608540926,0.9532630064270713,83.93632416787266,0.8578680203045685,0.7012448132780082
0.9660728762024328,83.06484923585295,0.7726737338044759,0.7781731909845789,0.9372973821379922,85.81765557163531,0.8883248730964467,0.7261410788381742
0.9486569997511412,84.63444857496903,0.7909407665505227,0.8078291814946619,0.9242205077951605,85.23878437047757,0.8712871287128713,0.7302904564315352
0.9347860577859377,85.33663775299463,0.7936865839909808,0.8351126927639383,0.9197729175741022,86.83068017366136,0.8767772511848341,0.7676348547717843
0.9220496431777352,86.16274266831887,0.8096330275229358,0.8374851720047449,0.9062069437720559,87.26483357452966,0.8727272727272727,0.7966804979253111
0.904115849419644,87.07145807517554,0.8125,0.863582443653618,0.890323514288122,88.13314037626628,0.8940092165898618,0.8049792531120332
0.888180712335988,88.9301941346551,0.8325991189427313,0.896797153024911,0.8757154724814675,89.58031837916063,0.8982300884955752,0.8423236514522822
0.8788298917444128,89.2606361007848,0.8347921225382933,0.9051008303677343,0.8716946840286255,90.88277858176556,0.9196428571428571,0.8547717842323651
0.8645580410957336,90.41718298223874,0.8561872909698997,0.9110320284697508,0.85942096601833,91.4616497829233,0.9141630901287554,0.8838174273858921
0.8541049690623033,91.40850888062783,0.869757174392936,0.9347568208778173,0.8525643836368214,92.76410998552822,0.9310344827586207,0.8962655601659751
0.8480497880985862,91.65634035522511,0.8673245614035088,0.9383155397390273,0.8515714406967163,92.61939218523878,0.9163179916317992,0.9087136929460581
0.8361690311055434,93.06071871127634,0.8875413450937155,0.9549228944246738,0.8359937884590842,93.77713458755427,0.9333333333333333,0.9294605809128631
0.825971593982295,93.76290788930194,0.9013303769401331,0.9644128113879004,0.833486941727725,94.35600578871201,0.9456066945606695,0.9377593360995851
0.820816673730549,94.05204460966543,0.9048672566371682,0.970344009489917,0.8237471905621615,94.35600578871201,0.9233870967741935,0.950207468879668
0.8116516063087865,95.20859149111938,0.9244644870349493,0.9727164887307236,0.8199262781576677,94.79015918958032,0.9357429718875502,0.966804979253112
0.8120177294078627,94.71292854192482,0.9172259507829977,0.9727164887307236,0.8166758905757557,95.80318379160637,0.9362549800796812,0.975103734439834
0.8053783131273169,95.33250722841801,0.9319727891156463,0.9750889679715302,0.8105270158160817,95.5137481910275,0.9625,0.9585062240663901
0.7997368966278277,95.74555968608013,0.9354473386183465,0.9798339264531435,0.8085335113785483,96.38205499276411,0.9670781893004116,0.975103734439834
0.7935072293407038,96.19991738950847,0.9453302961275627,0.9845788849347569,0.8049499013207175,95.65846599131693,0.9299610894941635,0.991701244813278
0.7899567735822577,96.53035935563817,0.952,0.9881376037959668,0.7989320809190924,96.38205499276411,0.9446640316205533,0.991701244813278
0.7880661613062808,96.73688558446922,0.95096921322691,0.9893238434163701,0.805149414322593,96.09261939218524,0.944,0.979253112033195
0.7895600434980894,96.36513837257331,0.9507445589919816,0.9845788849347569,0.7994777018373663,95.9479015918958,0.9518072289156626,0.983402489626556
0.7871649516256232,96.57166460140438,0.9595842956120092,0.9857651245551602,0.7987347299402411,96.23733719247467,0.948,0.983402489626556
0.7835709593797985,96.9847170590665,0.9585253456221198,0.9869513641755635,0.7950050343166698,96.81620839363242,0.9486166007905138,0.995850622406639
0.7789551584344161,97.19124328789756,0.9653579676674365,0.9916963226571768,0.7974183071743358,96.09261939218524,0.9442231075697212,0.983402489626556
0.7796309339372736,97.3564642709624,0.970828471411902,0.9869513641755635,0.7876277782700278,96.67149059334298,0.9558232931726908,0.9875518672199171
0.7778717953907816,97.48038000826105,0.9721577726218097,0.9940688018979834,0.7900847846811468,96.67149059334298,0.9484126984126984,0.991701244813278
0.7772496985761743,97.23254853366377,0.9730994152046784,0.9869513641755635,0.7954198230396617,96.52677279305354,0.9482071713147411,0.9875518672199171
0.7767661151133085,97.39776951672863,0.9721254355400697,0.9928825622775801,0.7909077622673728,96.67149059334298,0.959349593495935,0.979253112033195
0.7796482851630763,97.19124328789756,0.9741784037558685,0.9845788849347569,0.7916949933225458,96.38205499276411,0.9444444444444444,0.9875518672199171
0.7749663481586858,97.68690623709212,0.9812206572769953,0.9916963226571768,0.7888259941881354,96.81620839363242,0.9561752988047809,0.995850622406639
0.7705169931838387,98.01734820322181,0.9789227166276346,0.9916963226571768,0.7831899198618802,96.96092619392185,0.9561752988047809,0.995850622406639
0.7701001073184767,98.01734820322181,0.987012987012987,0.9916963226571768,0.7882792516188188,96.67149059334298,0.952191235059761,0.991701244813278
0.7693606160188976,97.93473771168938,0.9800235017626322,0.9893238434163701,0.7879772132093256,96.38205499276411,0.9448818897637795,0.995850622406639
0.7695450437696356,98.05865344898803,0.9847058823529412,0.9928825622775801,0.7866629741408608,96.52677279305354,0.952191235059761,0.991701244813278
0.7683315935887789,98.22387443205287,0.9858823529411764,0.9940688018979834,0.786641922864047,96.81620839363242,0.9488188976377953,1.0
0.7674736584487715,98.26517967781908,0.9904988123515439,0.9893238434163701,0.7823906486684625,97.10564399421129,0.9523809523809523,0.995850622406639
0.7683687853185754,98.3064849235853,0.9847238542890717,0.9940688018979834,0.7815792723135515,97.39507959479016,0.96,0.995850622406639
0.7666065065484298,98.51301115241635,0.9893867924528302,0.9952550415183867,0.7832020304419778,97.10564399421129,0.9486166007905138,0.995850622406639
0.7646176940516421,98.22387443205287,0.9952267303102625,0.9893238434163701,0.7837468656626615,96.67149059334298,0.9448818897637795,0.995850622406639
0.7629466433274118,98.636926889715,0.9952550415183867,0.9952550415183867,0.7872154387560758,96.52677279305354,0.9486166007905138,0.995850622406639
0.7641015444931231,98.38909541511772,0.9905660377358491,0.99644128113879,0.7809977531433105,97.25036179450072,0.9561752988047809,0.995850622406639
0.7640362977981567,98.38909541511772,0.9905437352245863,0.9940688018979834,0.7811511809175665,97.39507959479016,0.9561752988047809,0.995850622406639
0.7623109770448584,98.51301115241635,0.9905325443786982,0.9928825622775801,0.7819825735959139,97.10564399421129,0.9561752988047809,0.995850622406639
0.7612566994993311,98.71953738124742,0.9928994082840237,0.9952550415183867,0.7827840609983965,97.10564399421129,0.9561752988047809,0.995850622406639
0.7607634428300356,98.76084262701363,0.9928994082840237,0.9952550415183867,0.7823609926483848,97.10564399421129,0.9488188976377953,1.0
0.759613363366378,98.88475836431226,0.995243757431629,0.9928825622775801,0.7842615842819214,96.52677279305354,0.9448818897637795,0.995850622406639
0.7597109471496782,98.76084262701363,0.9929078014184397,0.99644128113879,0.779471446167339,96.96092619392185,0.9375,0.995850622406639
0.7593842007611927,98.88475836431226,0.9952550415183867,0.9952550415183867,0.7825419469313188,96.67149059334298,0.9448818897637795,0.995850622406639
0.7582015552018818,98.92606361007849,0.9964454976303317,0.9976275207591934,0.7764031995426525,97.39507959479016,0.9486166007905138,0.995850622406639
0.7590447209383312,98.84345311854605,0.9940828402366864,0.99644128113879,0.7878956740552728,96.23733719247467,0.9407114624505929,0.9875518672199171
0.7587630152702332,98.80214787277984,0.994061757719715,0.9928825622775801,0.7800919684496793,96.96092619392185,0.9411764705882353,0.995850622406639
0.7565731170930361,98.92606361007849,0.9952550415183867,0.9952550415183867,0.7825881296938116,96.67149059334298,0.9375,0.995850622406639
0.7590980984662709,98.636926889715,0.991725768321513,0.9952550415183867,0.7790485132824291,97.25036179450072,0.9525691699604744,1.0
0.7581881629793268,98.71953738124742,0.9928741092636579,0.9916963226571768,0.7796772664243524,96.67149059334298,0.9377431906614786,1.0
0.7570885811981402,98.9673688558447,0.9952662721893492,0.9976275207591934,0.781703607602553,96.67149059334298,0.9411764705882353,0.995850622406639
0.7570454650803616,98.84345311854605,0.9917355371900827,0.99644128113879,0.779465296051719,97.39507959479016,0.9523809523809523,0.995850622406639
0.7567519231846458,98.9673688558447,0.9940828402366864,0.99644128113879,0.7799038074233315,96.96092619392185,0.9450980392156862,1.0
0.7553026393840188,99.04997934737712,0.997624703087886,0.99644128113879,0.7763070572506298,97.39507959479016,0.9486166007905138,0.995850622406639
0.7549505218079215,99.17389508467575,0.9940968122786304,0.9988137603795967,0.7778682546182112,96.96092619392185,0.9448818897637795,0.995850622406639
0.7556608099686472,98.9673688558447,0.9917452830188679,0.9976275207591934,0.7780423922972246,97.39507959479016,0.9488188976377953,1.0
0.7558823651389072,98.92606361007849,0.9940758293838863,0.9952550415183867,0.7778703082691539,97.25036179450072,0.9486166007905138,0.995850622406639
0.7562692698679472,98.92606361007849,0.9988066825775657,0.9928825622775801,0.7797044136307456,96.67149059334298,0.9375,0.995850622406639
0.7539445318673786,99.25650557620818,0.9952662721893492,0.9976275207591934,0.772723300890489,97.9739507959479,0.96,0.995850622406639
0.7549677726469541,99.09128459314333,0.9964285714285714,0.9928825622775801,0.7794781977480109,96.96092619392185,0.9341085271317829,1.0
0.7551970795581215,99.09128459314333,0.9940828402366864,0.99644128113879,0.773511295968836,97.68451519536903,0.9561752988047809,0.995850622406639
0.7553681182233911,99.09128459314333,0.9964328180737217,0.9940688018979834,0.7843616225502708,96.67149059334298,0.933852140077821,0.995850622406639
0.7535858718972457,99.21520033044196,0.9940968122786304,0.9988137603795967,0.7761754068461332,97.82923299565847,0.9523809523809523,0.995850622406639
0.7542145989443126,99.21520033044196,0.9976275207591934,0.9976275207591934,0.7789650396867231,96.96092619392185,0.94140625,1.0
0.7542641931458524,99.13258983890954,0.9952662721893492,0.9976275207591934,0.7817408334125172,96.81620839363242,0.94140625,1.0
0.7538517384152663,99.25650557620818,0.995260663507109,0.99644128113879,0.7756608291105791,97.53979739507959,0.9486166007905138,0.995850622406639
0.7529719393504294,99.21520033044196,0.9964497041420118,0.9988137603795967,0.7796478813344782,96.81620839363242,0.9377431906614786,1.0
0.7534413416134683,99.17389508467575,0.996437054631829,0.9952550415183867,0.778975557197224,97.10564399421129,0.9411764705882353,0.995850622406639
0.7531185667765768,99.2978108219744,0.99880810488677,0.9940688018979834,0.7779525084929033,97.10564399421129,0.9450980392156862,1.0
0.7530498222300881,99.21520033044196,0.9964497041420118,0.9988137603795967,0.7801930904388428,97.25036179450072,0.9377431906614786,1.0
0.7510444772870917,99.42172655927303,0.9964497041420118,0.9988137603795967,0.7773252454670992,97.25036179450072,0.9377431906614786,1.0
0.7514225448432722,99.38042131350682,0.9964454976303317,0.9976275207591934,0.773597473447973,97.53979739507959,0.9377431906614786,1.0
0.7526739522030479,99.3391160677406,0.9952718676122931,0.9988137603795967,0.7832372134382074,97.9739507959479,0.9793388429752066,0.983402489626556
0.7636981543741728,98.18256918628666,0.9710982658959537,0.99644128113879,0.9265303232453086,81.76555716353111,1.0,0.5103734439834025
0.850175225421002,89.2606361007848,0.8075356415478615,0.9406880189798339,1.0614601915532893,68.59623733719248,1.0,0.13278008298755187
